Age,Gender,Weight (kg),Height (m),Workout_Type,Session_Duration (hours),Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
31,Female,63.2,1.8,Cardio,0.59,166,157,66,463,25.5,2.6,2,1,19.51
32,Female,62.6,1.63,HIIT,1.67,190,161,58,1344,15,2.7,5,3,23.56
48,Male,87.1,1.76,Strength,1.81,183,156,67,1398,11.6,3.5,5,3,28.12
18,Male,82.3,1.84,HIIT,1.73,190,148,66,1408,13.3,3.5,5,3,24.31
20,Female,64.3,1.78,Cardio,1.71,188,137,61,1171,18.7,2.7,4,3,20.29
33,Female,53.7,1.66,HIIT,1.25,191,129,72,806,29.5,2.5,3,1,19.49
40,Male,63,2,Strength,1.42,176,161,71,1257,26.8,2.9,4,2,15.75
28,Male,128.4,1.86,Strength,1.06,173,158,71,921,23.6,3.3,4,2,37.11
29,Male,88,1.89,Cardio,1.75,199,137,54,1319,13.3,3.5,5,3,24.64
27,Female,63.7,1.52,Strength,1.19,195,120,60,714,25.4,2.1,4,2,27.57
49,Male,83.7,1.87,HIIT,1.29,183,158,53,1009,23.9,2.3,4,2,23.94
33,Male,102.6,1.75,HIIT,1.4,186,140,53,1078,27.9,2.2,3,2,33.5
25,Female,77.7,1.55,Yoga,0.55,184,120,52,330,33,1.7,2,1,32.34
55,Male,87.5,1.88,Yoga,1.19,191,134,73,789,27.2,2.6,4,2,24.76
29,Male,87,1.86,Yoga,1.52,177,123,72,1028,11,3.5,4,3,25.15
41,Male,82.8,1.66,HIIT,1.97,177,139,74,1355,11.2,3.5,5,3,30.05
45,Female,65.4,1.68,HIIT,0.76,196,129,66,441,35,2.6,3,1,23.17
25,Female,47.2,1.71,Cardio,0.89,185,142,56,632,26,2.5,2,1,16.14
45,Female,58.2,1.7,Yoga,0.95,168,160,53,684,26.8,2,3,1,20.14
53,Female,73.5,1.55,HIIT,1.17,194,153,72,806,26.3,2.1,4,2,30.59
43,Female,55.2,1.73,Cardio,1.67,167,165,62,1240,16.6,2.7,5,3,18.44
25,Female,64.4,1.71,HIIT,1.12,179,167,61,935,27.1,1.8,3,1,22.02
45,Female,73.5,1.74,Cardio,1.18,181,152,50,807,30,2.3,4,2,24.28
45,Male,89.6,1.81,Yoga,1.7,178,153,70,1287,12.4,3.5,5,3,27.35
54,Male,86.5,1.76,Yoga,1.48,189,158,68,1158,29,3.4,3,2,27.92
58,Female,46.1,1.67,Yoga,1.28,187,129,70,743,25.3,1.8,4,2,16.53
53,Male,68.5,1.97,HIIT,1.3,194,139,69,894,23.2,2.1,3,2,17.65
44,Male,94.6,1.84,HIIT,1.26,170,120,67,748,26,3.1,4,2,27.94
34,Female,54.2,1.52,Cardio,1.13,190,132,60,746,31,2.2,3,1,23.46
26,Male,47.7,1.77,Strength,1.15,198,120,69,759,24.8,2.7,3,2,15.23
50,Male,52.2,1.84,Strength,1.38,195,124,52,847,28.2,3.1,4,2,15.42
37,Male,88.8,1.95,Yoga,1.58,189,135,66,1173,10.3,3.5,5,3,23.35
30,Male,101,1.68,Strength,1.46,182,134,61,1076,28.2,2.9,4,2,35.79
45,Male,118.4,1.95,Yoga,1.06,178,168,59,881,24.9,2.4,3,2,31.14
46,Female,47.9,1.72,Cardio,1.41,171,147,57,933,26.3,2,3,1,16.19
30,Female,51.5,1.74,Strength,1.08,174,150,64,810,33.9,2,3,2,17.01
52,Female,79.9,1.51,Strength,0.75,190,142,54,479,31.5,2.6,3,1,35.04
23,Male,121.3,1.85,Yoga,0.72,196,167,53,661,21.6,3.6,2,1,35.44
35,Female,78.9,1.64,Cardio,1.28,196,164,70,1050,25.3,2.6,4,2,29.34
22,Male,88.5,1.62,Strength,1.88,174,162,69,1675,10.7,3.5,5,3,33.72
42,Male,73.5,1.63,Strength,0.52,188,136,68,350,26.1,3.2,3,1,27.66
19,Male,127.9,1.93,Strength,1.27,185,168,70,1173,21.8,3,4,2,34.34
27,Male,88.5,1.98,Cardio,1.8,161,153,53,1515,11.1,3.5,4,3,22.57
47,Female,43.4,1.62,Cardio,0.51,179,132,64,303,25.3,2.3,3,1,16.54
22,Female,42.8,1.56,Strength,1.47,174,133,66,978,32.2,2.6,3,2,17.59
50,Male,64.5,1.79,Yoga,1.17,163,130,61,753,28.1,2.4,4,2,20.13
18,Female,50.7,1.53,Yoga,1.29,181,147,52,948,33,2.1,3,2,21.66
35,Male,59.2,1.66,Strength,1.3,197,161,59,1151,21.3,3.2,3,1,21.48
49,Female,78.9,1.73,Cardio,1.38,182,151,64,938,34,2.3,2,1,26.36
28,Female,78.7,1.63,Strength,1.1,185,154,59,847,31.7,1.8,3,2,29.62
38,Male,68.7,1.92,Cardio,1.31,170,150,73,1081,29,3,4,2,18.64
43,Female,53.1,1.59,Strength,0.82,187,136,72,502,29.5,2.5,2,1,21
42,Male,64.8,1.65,Cardio,1.1,161,166,67,904,24.4,2.8,3,2,23.8
39,Female,50.3,1.61,HIIT,1.17,167,128,50,749,32.8,2.5,2,1,19.41
44,Male,102.3,1.63,Yoga,1.34,188,129,52,856,20.9,2.6,4,2,38.5
30,Male,62.9,1.92,HIIT,1.13,170,127,70,789,25.2,3.6,2,1,17.06
50,Female,56.5,1.6,Yoga,1.88,196,140,61,1184,19.2,2.7,5,3,22.07
51,Female,74.6,1.55,Cardio,0.71,177,132,50,422,33.3,2.1,2,1,31.05
58,Male,52,1.79,HIIT,1.12,173,169,52,937,29.6,3,3,1,16.23
52,Female,52.1,1.67,Yoga,1.5,169,124,52,837,32,1.5,2,1,18.68
18,Female,72.2,1.54,Strength,0.97,194,125,54,606,27.1,1.7,2,1,30.44
38,Male,85.8,1.8,Cardio,1.72,168,149,68,1410,10.1,3.5,4,3,26.48
23,Male,81.4,1.85,Cardio,1.6,194,150,74,1320,12.4,3.5,4,3,23.78
45,Female,50.9,1.65,Strength,1.45,170,136,50,887,30.1,2.3,2,1,18.7
34,Male,52,1.78,Strength,1.38,171,130,53,987,22.4,2.7,4,2,16.41
22,Male,71,1.93,Yoga,1.42,162,139,53,1086,21.2,2.9,4,2,19.06
48,Male,80.6,1.77,Cardio,1.51,198,167,66,1248,12.9,3.5,4,3,25.73
22,Female,58.3,1.72,Yoga,1,173,128,63,640,32.6,1.6,3,2,19.71
55,Female,63,1.7,Strength,1.32,187,121,67,719,34.9,2.5,3,1,21.8
20,Male,111,1.94,Cardio,1.02,170,156,50,875,27.6,3.3,4,2,29.49
40,Female,52.6,1.66,Strength,1.27,198,120,71,762,32.9,1.7,3,2,19.09
54,Male,116.4,2,Yoga,1.13,184,123,65,688,26.2,3.1,3,1,29.1
54,Female,75.6,1.61,Yoga,1.41,180,155,52,983,34.9,2.5,4,2,29.17
27,Male,61.6,1.8,Yoga,1.48,169,144,72,1172,26.4,3.1,2,1,19.01
27,Male,108,1.8,Cardio,1.38,174,122,70,926,28.6,2.5,4,2,33.33
36,Female,59.3,1.75,Strength,0.99,178,128,58,634,34.5,2.3,3,1,19.36
34,Male,75.7,1.94,Strength,1.18,181,141,72,915,29.3,2.4,4,2,20.11
38,Female,56.3,1.6,Yoga,1.21,180,142,53,859,28.8,1.9,4,2,21.99
31,Female,58.2,1.73,Yoga,1.17,191,131,70,766,25.8,1.8,3,2,19.45
26,Male,55.7,1.68,Yoga,1.13,182,129,54,802,21.7,2.9,3,1,19.73
18,Male,125.9,1.67,Yoga,1.46,172,153,60,1229,20.6,2.2,3,2,45.14
30,Female,62.7,1.67,HIIT,1.02,164,162,70,826,26.1,2.6,4,2,22.48
21,Male,86.6,1.86,HIIT,1.37,163,129,58,972,21.8,2.6,3,2,25.03
18,Male,64.5,1.82,HIIT,1.2,187,149,52,983,23.4,2.4,3,2,19.47
57,Male,76.6,1.86,Yoga,1.14,173,141,55,796,25.4,2.8,4,2,22.14
49,Male,81.4,1.83,Yoga,1.98,167,125,73,1225,13.6,3.5,5,3,24.31
51,Male,60.7,1.71,Strength,1.14,168,169,60,954,22.1,2.5,2,1,20.76
45,Female,57.2,1.55,Cardio,1.67,194,121,58,909,18.4,2.7,5,3,23.81
48,Female,73,1.59,Strength,1.19,196,149,64,798,32,2.1,3,2,28.88
25,Male,123.8,1.99,HIIT,1.13,180,121,72,752,25.6,2.6,3,1,31.26
56,Male,93.6,1.66,Strength,1.37,177,151,52,1024,29,2.2,2,1,33.97
43,Male,76.8,1.92,Yoga,1.24,192,161,50,988,21.1,2.5,3,1,20.83
51,Female,54.7,1.53,HIIT,1.11,167,135,69,674,26.8,2,4,2,23.37
20,Male,92.3,1.94,HIIT,1.14,176,131,71,821,24.3,2.1,3,2,24.52
29,Female,71.8,1.55,Cardio,1.2,190,120,68,720,26.3,2.4,4,2,29.89
18,Female,66.9,1.57,Cardio,1.07,193,127,63,679,30.7,2.2,3,2,27.14
22,Female,48.7,1.76,HIIT,1.37,165,167,66,1144,29,2.2,4,2,15.72
47,Male,66.2,1.71,HIIT,1.42,181,169,71,1188,22.8,2.9,3,1,22.64
47,Female,40,1.76,Strength,0.8,173,132,63,475,26.7,2.2,3,1,12.91
34,Male,112.4,1.85,HIIT,1.18,162,134,66,870,23.4,3.6,4,2,32.84
40,Female,70,1.55,Yoga,0.85,171,163,74,693,31.1,1.5,3,1,29.14
32,Male,84,1.74,Strength,1.45,195,127,63,1013,25.8,2.1,3,1,27.74
54,Female,43.8,1.65,Yoga,1.29,171,129,61,749,26.6,1.7,4,2,16.09
38,Male,123.3,1.62,Yoga,1.34,161,165,65,1216,21.2,2.3,4,2,46.98
31,Female,57.9,1.56,Yoga,1.8,161,124,50,1116,15.1,2.7,5,3,23.79
19,Male,82.4,1.96,HIIT,1.9,174,169,62,1766,10.1,3.5,5,3,21.45
28,Male,84.8,1.79,Cardio,1.35,182,138,55,1025,28.8,2.3,4,2,26.47
56,Male,109.6,1.66,Cardio,1.29,188,166,66,1060,20.5,3.1,3,2,39.77
55,Male,86.4,1.77,Yoga,1,176,157,61,777,27.3,2.8,3,2,27.58
51,Female,63.9,1.8,HIIT,1.07,191,130,72,626,33.7,2.7,4,2,19.72
55,Female,70.8,1.62,Strength,0.54,166,162,68,394,26,1.8,3,1,26.98
51,Male,115.3,1.67,Yoga,1.38,189,139,55,950,24.4,2.5,3,2,41.34
35,Female,55.3,1.56,Strength,1.71,187,139,56,1188,19.8,2.7,5,3,22.72
47,Male,73.9,1.8,Strength,1.36,173,140,50,942,28.3,3.7,3,1,22.81
32,Male,97.3,1.96,HIIT,1.36,189,137,50,1025,24.9,3.4,3,2,25.33
44,Female,60.4,1.65,HIIT,1.27,176,169,54,966,32.6,2.1,4,2,22.19
51,Male,49.3,1.61,Cardio,1.36,191,129,55,868,28.3,2.9,2,1,19.02
55,Male,91.8,1.78,Cardio,1.44,165,153,65,1091,23.5,3.4,3,1,28.97
50,Female,73.6,1.55,HIIT,0.89,183,145,74,581,33.9,2.1,3,1,30.63
41,Male,47.1,1.78,Yoga,1.26,165,149,65,929,24.7,2.4,3,1,14.87
32,Male,65.2,1.62,Cardio,0.58,186,128,63,408,25.3,3.4,2,1,24.84
47,Male,87.2,1.64,Strength,2,177,165,50,1634,15,3.5,4,3,32.42
59,Male,96.7,1.71,Yoga,0.57,183,150,62,423,28.4,2.9,3,1,33.07
34,Female,46.9,1.61,Strength,1.02,196,161,69,821,28.6,1.7,3,2,18.09
22,Female,72.1,1.62,HIIT,1.38,183,123,59,849,25.1,2.1,3,1,27.47
46,Female,62.5,1.54,Strength,1.61,197,125,73,906,18.1,2.7,4,3,26.35
21,Male,110.7,1.69,Yoga,1.06,193,133,59,775,27,2.7,3,1,38.76
27,Male,102.6,1.83,HIIT,1.41,199,123,58,954,26.5,3.5,3,2,30.64
34,Female,64.3,1.62,Yoga,1.76,174,145,62,1276,19.8,2.7,5,3,24.5
27,Male,80.7,1.61,Strength,1.75,170,166,52,1598,14.3,3.5,4,3,31.13
34,Male,115.3,1.81,Yoga,1.36,181,167,67,1249,24.5,2.2,2,1,35.19
37,Male,87.8,1.69,HIIT,1.81,183,158,69,1573,10.3,3.5,5,3,30.74
41,Male,74.3,1.61,Strength,1.06,160,136,51,714,24.8,3.5,4,2,28.66
22,Female,78.5,1.7,Strength,1.36,177,138,66,938,31.9,2.1,4,2,27.16
51,Female,77.3,1.58,Cardio,0.97,171,168,68,733,31.1,2,2,1,30.96
23,Female,64.5,1.7,Cardio,0.51,187,125,72,319,30.4,1.7,2,1,22.32
19,Male,72,1.94,Yoga,1.17,199,148,62,952,24.7,3.2,3,2,19.13
30,Female,77.9,1.77,Cardio,1.41,166,130,62,916,27.9,2.6,4,2,24.87
28,Female,69.6,1.58,Cardio,1.49,182,135,50,1006,27.8,2,3,2,27.88
40,Male,68.9,1.99,Cardio,1.16,180,149,51,951,25,2.4,4,2,17.4
33,Male,45.9,1.89,Cardio,1.45,193,144,50,1148,21.6,2.9,3,2,12.85
48,Female,68.2,1.69,HIIT,0.75,170,159,73,537,28.4,2.5,3,1,23.88
28,Female,79.6,1.59,HIIT,1.49,181,130,54,968,28.2,1.5,3,2,31.49
33,Female,53.6,1.52,Cardio,1.02,194,126,73,643,30.9,2.3,2,1,23.2
25,Female,57.7,1.58,Yoga,1.36,188,145,52,986,25.7,2.2,3,2,23.11
21,Male,74.2,1.93,HIIT,1.32,187,141,56,1024,28.3,2.5,3,2,19.92
57,Female,64.4,1.56,Cardio,1.52,177,144,73,985,17.8,2.7,5,3,26.46
21,Female,54.9,1.78,HIIT,0.55,173,138,71,380,31.7,2,2,1,17.33
42,Male,50.3,1.64,Strength,0.63,177,150,62,468,27,2.4,3,1,18.7
20,Female,46.5,1.68,HIIT,0.91,187,145,72,660,27.9,2.4,2,1,16.48
49,Male,57.8,1.99,HIIT,0.93,183,161,67,741,24.7,3.1,3,1,14.6
20,Male,83,1.8,Yoga,0.79,167,160,73,695,29.6,2.9,2,1,25.62
44,Male,82.5,1.79,HIIT,1.51,167,155,70,1159,13.8,3.5,5,3,25.75
46,Female,66.5,1.73,Yoga,1.11,163,142,56,709,34.7,2,3,1,22.22
49,Female,70.2,1.67,Strength,0.93,186,166,50,695,32.5,1.8,3,1,25.17
36,Male,121.9,1.93,Cardio,1.49,195,132,54,1082,21.8,3.4,3,2,32.73
38,Female,70.3,1.52,Yoga,1.19,164,144,66,857,25.6,2,4,2,30.43
22,Female,40.3,1.56,HIIT,1.45,192,121,57,877,30.8,2.1,4,2,16.56
35,Male,101.4,1.76,HIIT,0.84,193,121,64,559,23.6,2.9,2,1,32.74
45,Male,79.2,1.95,Yoga,1.47,189,135,69,982,22.8,2.8,3,2,20.83
59,Female,75.8,1.77,Strength,1.46,167,128,53,841,33.1,1.8,3,1,24.19
39,Male,71.7,1.88,Cardio,0.55,198,147,51,445,23.7,2.2,2,1,20.29
38,Female,57.7,1.56,HIIT,1.64,185,132,54,1082,16.6,2.7,5,3,23.71
23,Female,47.4,1.6,Strength,0.76,196,154,50,585,33.5,1.6,3,1,18.52
18,Female,57.2,1.75,Cardio,1.29,193,160,74,1032,33.5,2.4,3,2,18.68
22,Female,44.8,1.72,Cardio,1.48,166,132,54,977,28.6,1.8,4,2,15.14
58,Male,90.2,1.72,HIIT,0.9,199,150,55,668,28.3,2.1,2,1,30.49
29,Male,84.9,1.72,Yoga,1.79,187,140,51,1378,14.3,3.5,4,3,28.7
43,Male,95.7,1.77,HIIT,1.08,198,151,50,807,24.2,3.4,3,1,30.55
51,Male,59,1.65,HIIT,1.22,198,153,53,924,20.7,2.3,3,2,21.67
31,Female,60.5,1.77,HIIT,1.72,187,127,56,1092,15,2.7,4,3,19.31
43,Female,53.8,1.72,Strength,1.03,173,160,71,742,30.2,2.3,4,2,18.19
44,Male,86.6,1.97,Yoga,1.66,197,167,50,1372,11.7,3.5,5,3,22.31
26,Female,72.8,1.67,Strength,1.37,163,121,50,829,35,1.9,2,1,26.1
43,Female,66.3,1.77,HIIT,1.48,177,157,57,1046,32.7,1.7,4,2,21.16
39,Female,56,1.6,Yoga,0.89,184,151,69,672,32.6,2,2,1,21.87
47,Male,45.9,1.93,Cardio,1.29,166,159,65,1015,29.6,2,3,2,12.32
34,Male,88,1.64,Yoga,1.9,197,147,70,1536,14.4,3.5,4,3,32.72
43,Male,94,1.79,HIIT,1.31,187,156,62,1012,23.2,3.4,2,1,29.34
53,Female,44.7,1.79,Yoga,1.34,164,160,72,965,26.7,2.1,3,2,13.95
18,Male,63.2,1.63,Cardio,0.66,162,120,73,436,27.5,2.2,3,1,23.79
25,Male,95.6,1.9,Cardio,1.47,190,160,72,1294,23.8,2.4,4,2,26.48
52,Male,47.8,1.86,Yoga,1.01,179,129,67,645,24.7,2.8,3,2,13.82
32,Male,85.3,1.64,Cardio,1.77,178,123,69,1197,13.2,3.5,4,3,31.71
39,Male,59.7,1.83,Strength,1.35,170,154,59,1143,29.1,2.3,4,2,17.83
31,Male,70.2,1.98,Yoga,0.71,199,129,61,504,24.2,2.5,2,1,17.91
43,Female,72.7,1.8,Cardio,0.79,162,166,50,590,32.8,2.1,3,1,22.44
45,Female,50.4,1.79,Cardio,0.74,182,130,59,433,27.7,2.5,2,1,15.73
40,Male,81.7,1.74,Yoga,0.91,166,133,58,666,27,2.7,2,1,26.99
31,Male,49.3,1.62,Strength,0.56,182,157,52,484,20,3.2,2,1,18.79
41,Female,61.9,1.64,Yoga,1.93,166,131,68,1138,19.4,2.7,4,3,23.01
19,Female,49.1,1.68,Cardio,1.42,193,164,58,1164,25.3,2.6,4,2,17.4
43,Male,66.5,1.83,Yoga,1.11,178,136,59,747,27.1,2.4,3,2,19.86
31,Male,75.5,1.93,Cardio,0.6,168,135,68,446,20.5,3.4,2,1,20.27
24,Male,88.2,1.79,HIIT,1.76,177,154,65,1491,11.3,3.5,4,3,27.53
20,Male,74.8,1.75,Yoga,1.33,184,121,73,885,25,3.3,3,2,24.42
40,Female,72.2,1.6,Yoga,0.87,173,130,67,566,29.2,1.9,3,1,28.2
35,Male,62.8,1.63,Cardio,1.41,184,160,63,1241,21.9,3.7,4,2,23.64
55,Male,84.7,1.79,Cardio,1.19,178,122,52,719,23.3,2.4,3,2,26.43
52,Male,116.5,1.69,Cardio,0.53,198,148,51,388,27.3,2.4,2,1,40.79
32,Male,77.4,1.92,Cardio,1.39,174,137,50,1047,26.7,3.3,3,2,21
42,Female,72.9,1.62,Yoga,1.17,175,139,67,732,25.7,2,4,2,27.78
54,Female,58.4,1.59,Cardio,1.08,186,166,73,807,32.5,1.9,2,1,23.1
45,Female,64.3,1.54,Yoga,1.67,199,133,58,999,15.3,2.7,4,3,27.11
27,Male,89.3,1.87,Strength,1.62,169,153,62,1363,12.7,3.5,5,3,25.54
56,Male,90.2,1.61,Yoga,1.38,163,168,51,1148,22.6,2.3,3,2,34.8
34,Female,59,1.62,Cardio,1.13,178,150,56,847,30.9,2.4,4,2,22.48
56,Male,58.7,1.86,Cardio,1.09,187,159,65,858,22.6,3.3,3,2,16.97
39,Male,127.5,1.82,Strength,1.26,180,161,70,1116,29.8,3,3,2,38.49
43,Female,68.6,1.52,Yoga,1.42,173,137,68,875,28.1,2.6,4,2,29.69
42,Female,56.7,1.53,Strength,1.07,192,149,74,717,27.4,1.9,3,1,24.22
34,Female,64.5,1.78,Yoga,1.33,169,144,64,958,27.8,1.8,4,2,20.36
30,Female,61.6,1.52,Cardio,1.78,178,138,71,1228,19.5,2.7,4,3,26.66
37,Male,75.1,1.82,Yoga,1.23,189,127,60,859,26.4,3.2,4,2,22.67
42,Male,79.3,1.93,Cardio,1.22,181,147,50,888,27.3,3.3,2,1,21.29
21,Female,72.6,1.68,Cardio,1.19,162,127,70,756,34.2,1.8,3,2,25.72
27,Male,76.7,1.7,HIIT,0.96,196,150,56,792,29.1,2.1,3,1,26.54
20,Female,44.2,1.61,HIIT,1.08,177,122,69,659,32.4,2.5,2,1,17.05
58,Female,56.5,1.7,Yoga,0.74,170,122,57,406,27,2.7,2,1,19.55
35,Male,100.9,1.63,Cardio,1.1,161,163,59,986,28.4,3.1,2,1,37.98
53,Female,55.8,1.55,Strength,1.12,171,141,54,711,27,1.8,4,2,23.23
39,Male,58.3,1.93,Cardio,1.35,165,136,58,1010,27.4,3.7,4,2,15.65
51,Male,48.6,1.77,Strength,1.47,199,155,74,1128,26.9,3.5,2,1,15.51
25,Male,81.7,1.95,Yoga,1.94,188,136,74,1451,13.8,3.5,4,3,21.49
57,Male,85.6,1.69,Yoga,1.76,189,133,50,1159,12.7,3.5,5,3,29.97
36,Female,60,1.72,Strength,1.63,161,128,51,1043,18.2,2.7,5,3,20.28
59,Male,126.4,1.69,Strength,1.24,168,149,68,915,29.5,2.9,3,1,44.26
58,Female,75.4,1.78,Cardio,1.05,161,140,63,662,26,2.5,4,2,23.8
54,Female,64.2,1.69,Yoga,1.69,188,131,69,996,16.5,2.7,4,3,22.48
23,Female,65.2,1.62,Cardio,1.37,192,156,59,1069,31.1,2.5,3,2,24.84
43,Female,70.1,1.66,Strength,0.99,169,151,58,673,34.6,2.6,2,1,25.44
51,Male,102.6,1.77,HIIT,1.21,193,130,59,779,21,3.4,2,1,32.75
23,Male,107.2,1.93,HIIT,1.15,167,139,55,879,20.2,3.1,4,2,28.78
54,Female,56.5,1.75,HIIT,1.76,196,154,66,1220,15.3,2.7,5,3,18.45
50,Female,61.6,1.75,Strength,1.22,192,166,74,911,25.5,2.2,4,2,20.11
39,Male,81.7,1.75,Cardio,1.32,165,165,55,1198,29.1,2.8,4,2,26.68
38,Female,76.6,1.58,Yoga,0.74,199,130,53,481,32.2,2.3,2,1,30.68
23,Male,116.8,1.79,Strength,1,178,127,69,698,26.8,3.4,4,2,36.45
23,Female,60.1,1.59,HIIT,1.8,191,123,52,1107,17.6,2.7,4,3,23.77
21,Male,93.7,1.73,Cardio,1,186,146,72,803,27.8,3.6,2,1,31.31
47,Female,41.6,1.58,Yoga,1.03,160,163,68,756,26.6,2.1,4,2,16.66
28,Female,55.1,1.79,Yoga,1.99,192,159,67,1582,17,2.7,5,3,17.2
47,Male,127.1,1.76,Strength,0.71,199,157,73,552,24.9,3,2,1,41.03
48,Female,69.1,1.6,Strength,1.34,191,166,53,1001,26.1,2,4,2,26.99
41,Female,66.8,1.74,Yoga,1.34,164,149,57,898,29.2,2.3,3,1,22.06
26,Male,125.5,1.76,Yoga,1.15,176,163,66,1031,23.2,3.1,4,2,40.52
20,Female,71.3,1.58,HIIT,1.07,167,167,54,893,25.4,1.5,3,2,28.56
48,Male,129.2,1.61,Yoga,1.06,193,167,62,876,21.4,2.9,4,2,49.84
57,Male,96.3,1.86,Strength,1.1,168,146,74,795,27.6,2.2,3,2,27.84
54,Female,67.5,1.54,Cardio,0.72,182,140,50,454,25.2,1.5,3,1,28.46
53,Female,64.4,1.55,HIIT,1.77,194,139,62,1107,19.7,2.7,4,3,26.81
41,Female,64.9,1.57,HIIT,1.04,166,123,53,576,25.9,2.4,4,2,26.33
48,Female,52.3,1.66,Yoga,0.74,174,130,71,433,33,1.8,3,1,18.98
23,Female,56.7,1.55,Cardio,1.38,179,132,73,911,34,1.9,4,2,23.6
19,Female,46.8,1.63,HIIT,1.35,184,128,63,864,34.4,1.6,4,2,17.61
37,Female,70.3,1.77,Strength,1.01,162,123,52,621,33.7,1.7,2,1,22.44
45,Male,80.8,1.76,Yoga,1.7,183,131,54,1102,11.4,3.5,4,3,26.08
28,Female,56,1.5,Strength,1.94,193,128,56,1242,16.7,2.7,5,3,24.89
21,Male,101.2,1.84,Yoga,1.3,181,132,50,944,24.3,3.3,2,1,29.89
32,Female,56.6,1.57,HIIT,1.65,170,167,72,1378,15.7,2.7,4,3,22.96
23,Female,40.9,1.75,Yoga,0.82,167,145,61,594,25.2,2.1,3,1,13.36
47,Male,127.8,1.65,Cardio,0.77,198,157,60,598,28.7,3.5,2,1,46.94
55,Female,49.3,1.76,Strength,1.28,194,161,73,927,30.5,2,2,1,15.92
19,Female,64.3,1.63,Cardio,1.87,197,132,57,1234,18,2.7,5,3,24.2
32,Male,49.3,1.62,Strength,1.18,167,158,74,1025,29.3,2.5,3,2,18.79
28,Female,63,1.62,Strength,0.68,196,147,55,500,31.7,1.9,2,1,24.01
25,Female,41.1,1.67,Yoga,1.03,186,138,71,711,31.9,2.4,3,2,14.74
43,Female,40.5,1.74,HIIT,1.5,187,143,51,965,32.9,2.2,3,2,13.38
22,Male,71,1.62,HIIT,0.91,199,138,68,691,21.2,3.5,2,1,27.05
23,Female,60.9,1.62,Cardio,1.59,193,168,69,1336,16.8,2.7,5,3,23.21
43,Female,64.7,1.66,Yoga,1.88,191,132,69,1117,19.8,2.7,4,3,23.48
21,Female,51,1.71,HIIT,1.07,174,132,73,706,34.2,2.2,3,2,17.44
36,Female,57.7,1.77,Strength,1.65,176,147,63,1213,19.4,2.7,4,3,18.42
37,Male,76.9,1.82,Strength,1.49,192,121,50,992,24.5,2.8,4,2,23.22
50,Male,80.5,1.77,Yoga,1.85,175,129,59,1181,14.3,3.5,4,3,25.7
37,Female,73.3,1.74,Cardio,1.03,188,141,65,726,25.5,2.4,3,2,24.21
29,Female,49,1.57,Yoga,1.33,168,132,53,878,26.5,2.6,3,2,19.88
18,Male,114.5,1.97,Cardio,1.03,192,128,60,725,24.1,2.6,3,1,29.5
43,Male,81,1.78,Yoga,1.58,188,152,65,1189,12.4,3.5,5,3,25.56
31,Female,53.5,1.76,Strength,1.22,172,133,69,811,27.6,1.8,4,2,17.27
55,Male,52.1,1.68,Yoga,0.77,180,167,50,637,23.6,3,3,1,18.46
54,Female,70.1,1.52,HIIT,0.76,180,139,65,475,26.6,2.1,2,1,30.34
28,Male,86.9,1.78,HIIT,1.29,164,134,68,951,24.9,3.7,4,2,27.43
53,Male,73.4,1.76,Yoga,1.09,169,151,70,815,27.9,2.8,3,2,23.7
30,Male,90,1.66,Cardio,1.32,165,152,71,1104,26.6,2.1,4,2,32.66
20,Male,85.7,1.92,Cardio,1.72,172,136,58,1287,10.5,3.5,5,3,23.25
50,Female,70.4,1.55,Strength,0.73,160,143,58,470,29.9,2.7,2,1,29.3
23,Male,57.7,1.71,Strength,1.15,179,149,58,942,27,3.4,3,2,19.73
27,Male,75.7,1.76,Cardio,0.68,167,132,66,494,25.3,2.3,3,1,24.44
22,Female,61.8,1.52,Yoga,1.83,169,166,61,1519,17,2.7,5,3,26.75
40,Male,80.3,1.76,Strength,1.63,168,167,74,1497,13.1,3.5,5,3,25.92
27,Male,104.3,1.68,Cardio,1.28,162,135,62,950,29.7,3.5,3,2,36.95
19,Female,65.7,1.58,Cardio,1.46,170,121,57,883,25.9,1.9,3,2,26.32
30,Male,120.3,1.96,Yoga,0.66,171,136,65,494,23.9,2.6,2,1,31.32
57,Female,51.9,1.57,HIIT,1.05,169,151,67,713,29.1,2.6,3,2,21.06
19,Female,59.1,1.57,Cardio,1.65,184,162,50,1336,17.9,2.7,5,3,23.98
37,Female,66.9,1.75,Strength,1.38,184,127,50,876,26.5,2.1,4,2,21.84
18,Female,66.9,1.75,Yoga,0.94,170,122,61,573,26.8,1.7,2,1,21.84
54,Male,78.7,1.66,Yoga,1.42,195,131,55,921,22.9,2.6,3,2,28.56
26,Female,62.4,1.61,Yoga,1.88,198,139,58,1307,19.8,2.7,4,3,24.07
34,Male,102.1,1.71,HIIT,0.96,185,135,72,713,27.3,3.2,2,1,34.92
26,Male,51.9,2,HIIT,0.75,173,133,54,549,26.6,2.3,2,1,12.97
28,Male,58.3,2,Strength,1.32,198,135,65,980,28.2,3,4,2,14.57
32,Male,89.8,1.92,Strength,1.93,199,168,67,1783,10.6,3.5,4,3,24.36
41,Male,101.1,1.83,Yoga,0.79,160,162,66,634,28.6,3.2,2,1,30.19
